case_id,user_id,department,previous_department,application,role,entitlement,hire_date,entitlement_grant_date,department_change_date,last_recertification_date,user_status,last_login_days,stale_access_days,privilege_level,toxic_combo,business_need,entitlement_owner,manager_name,assignment_type,source_role,effective_permission,risk_score,recommendation,rule_explanation,confidence,history_events
CASE-0168,USR-2690,Sales,,IAM,Analyst,manage_identities,2020-09-12,2021-04-17,,2025-05-03,terminated,76,70,low,0,Berechtigung ist für die Rolle 'Analyst' in der Anwendung 'IAM' innerhalb der Standard-Rollenmatrix erforderlich.,IAM Platform Owner,Pia Walter,Role-derived,Sales_Analyst_Base,False,12,retain,inactive_login>60d (+20); access_used_last_quarter (-8); low_privilege (-10); no_toxic_combination (-15); no_department_change (-5); terminated_user_orphan (+30),82.2,2020-09-12|Joiner|Eintritt ins Unternehmen;2021-04-17|Grant|Berechtigung 'manage_identities' zugewiesen;2025-05-03|Recert|Letzte Rezertifizierung (bestätigt);2025-12-26|Login|Letzter Login;2026-01-15|Leaver|Austritt aus dem Unternehmen
CASE-0169,USR-7745,Sales,,Ticketing,Manager,user_support,2019-06-11,2020-04-19,,,active,113,440,low,1,Berechtigung ist für die Rolle 'Manager' in der Anwendung 'Ticketing' innerhalb der Standard-Rollenmatrix erforderlich.,Service Desk Owner,Pia Walter,Role-derived,Sales_Manager_Base,True,70,revoke,inactive_login>60d (+20); stale_access>365d (+30); low_privilege (-10); toxic_combination (+40); no_department_change (-5); active_user (-5),50.0,2019-06-11|Joiner|Eintritt ins Unternehmen;2020-04-19|Grant|Berechtigung 'user_support' zugewiesen;2025-11-19|Login|Letzter Login
CASE-0170,USR-5668,IT,,BI,Manager,read_reports,2023-08-27,2024-02-23,,2025-07-17,active,168,448,low,0,Berechtigung ist für die Rolle 'Manager' in der Anwendung 'BI' innerhalb der Standard-Rollenmatrix erforderlich.,Data Governance Team,Sven Berger,Role-derived,IT_Manager_Base,True,30,retain,inactive_login>120d (+35); stale_access>365d (+30); low_privilege (-10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),57.0,2023-08-27|Joiner|Eintritt ins Unternehmen;2024-02-23|Grant|Berechtigung 'read_reports' zugewiesen;2025-07-17|Recert|Letzte Rezertifizierung (bestätigt);2025-09-25|Login|Letzter Login
CASE-0171,USR-6916,Finance,,IAM,Employee,approve_payments,2019-12-17,2020-04-18,,2025-03-18,active,99,440,medium,0,Berechtigung ist für die Rolle 'Employee' in der Anwendung 'IAM' innerhalb der Standard-Rollenmatrix erforderlich.,Finance Access Owner,Nina Weber,Role-derived,Finance_Employee_Base,True,35,review,inactive_login>60d (+20); stale_access>365d (+30); medium_privilege (+10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),50.0,2019-12-17|Joiner|Eintritt ins Unternehmen;2020-04-18|Grant|Berechtigung 'approve_payments' zugewiesen;2025-03-18|Recert|Letzte Rezertifizierung (bestätigt);2025-12-03|Login|Letzter Login
CASE-0172,USR-9300,Finance,,IAM,Contractor,user_support,2020-03-01,2020-03-10,,2025-10-01,inactive,182,256,medium,0,Direkte Zuweisung für eine operative Tätigkeit in 'IAM' (Berechtigung: 'user_support').,Service Desk Owner,Lars Hoffmann,Direct,,True,68,review,inactive_login>120d (+35); stale_access>180d (+18); medium_privilege (+10); no_toxic_combination (-15); sensitive_role (+10); no_department_change (-5); inactive_user (+15),52.8,2020-03-01|Joiner|Eintritt ins Unternehmen;2020-03-10|Grant|Berechtigung 'user_support' zugewiesen;2025-09-11|Login|Letzter Login;2025-10-01|Recert|Letzte Rezertifizierung (bestätigt)
CASE-0173,USR-2083,Legal,Finance,IAM,Manager,user_support,2021-01-22,2021-06-14,2022-09-03,2026-01-06,active,111,373,high,0,Direkte Zuweisung für eine operative Tätigkeit in 'IAM' (Berechtigung: 'user_support').,Service Desk Owner,Sara Vogel,Direct,,True,70,revoke,inactive_login>60d (+20); stale_access>365d (+30); high_privilege (+25); no_toxic_combination (-15); dept_change_privilege_creep (+15); active_user (-5),50.0,2021-01-22|Joiner|Eintritt ins Unternehmen;2021-06-14|Grant|Berechtigung 'user_support' zugewiesen;2022-09-03|Mover|Abteilungswechsel von Finance nach Legal;2025-11-21|Login|Letzter Login;2026-01-06|Recert|Letzte Rezertifizierung (bestätigt)
CASE-0174,USR-3248,IT,,BI,Employee,read_reports,2024-06-07,2025-04-17,,2025-03-18,active,41,254,high,0,Direkte Zuweisung für eine operative Tätigkeit in 'BI' (Berechtigung: 'read_reports').,Data Governance Team,Julia Neumann,Direct,,True,28,retain,inactive_login>30d (+10); stale_access>180d (+18); high_privilege (+25); no_toxic_combination (-15); no_department_change (-5); active_user (-5),59.8,2024-06-07|Joiner|Eintritt ins Unternehmen;2025-03-18|Recert|Letzte Rezertifizierung (bestätigt);2025-04-17|Grant|Berechtigung 'read_reports' zugewiesen;2026-01-30|Login|Letzter Login
CASE-0175,USR-2262,Finance,,Payroll,Employee,export_data,2022-05-12,2022-07-12,,2025-07-24,active,130,184,low,0,Berechtigung ist für die Rolle 'Employee' in der Anwendung 'Payroll' innerhalb der Standard-Rollenmatrix erforderlich.,Data Compliance Owner,Nina Weber,Role-derived,Finance_Employee_Base,True,18,retain,inactive_login>120d (+35); stale_access>180d (+18); low_privilege (-10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),73.8,2022-05-12|Joiner|Eintritt ins Unternehmen;2022-07-12|Grant|Berechtigung 'export_data' zugewiesen;2025-07-24|Recert|Letzte Rezertifizierung (bestätigt);2025-11-02|Login|Letzter Login
CASE-0176,USR-5006,Finance,,ERP,Employee,export_data,2020-07-02,2021-04-22,,2025-03-18,active,93,196,high,0,Berechtigung ist für die Rolle 'Employee' in der Anwendung 'ERP' innerhalb der Standard-Rollenmatrix erforderlich.,Data Compliance Owner,Nina Weber,Role-derived,Finance_Employee_Base,True,38,review,inactive_login>60d (+20); stale_access>180d (+18); high_privilege (+25); no_toxic_combination (-15); no_department_change (-5); active_user (-5),54.2,2020-07-02|Joiner|Eintritt ins Unternehmen;2021-04-22|Grant|Berechtigung 'export_data' zugewiesen;2025-03-18|Recert|Letzte Rezertifizierung (bestätigt);2025-12-09|Login|Letzter Login
CASE-0177,USR-7108,Sales,,ERP,Contractor,admin_console,2024-01-19,2024-05-13,,,active,172,461,low,0,Berechtigung ist für die Rolle 'Contractor' in der Anwendung 'ERP' innerhalb der Standard-Rollenmatrix erforderlich.,Security Operations Owner,Pia Walter,Role-derived,Sales_Contractor_Base,True,40,review,inactive_login>120d (+35); stale_access>365d (+30); low_privilege (-10); no_toxic_combination (-15); sensitive_role (+10); no_department_change (-5); active_user (-5),57.0,2024-01-19|Joiner|Eintritt ins Unternehmen;2024-05-13|Grant|Berechtigung 'admin_console' zugewiesen;2025-09-21|Login|Letzter Login
CASE-0178,USR-5777,IT,,Ticketing,Employee,manage_identities,2024-07-25,2024-12-17,,2025-06-22,active,189,318,low,0,Berechtigung ist für die Rolle 'Employee' in der Anwendung 'Ticketing' innerhalb der Standard-Rollenmatrix erforderlich.,IAM Platform Owner,Julia Neumann,Role-derived,IT_Employee_Base,True,18,retain,inactive_login>120d (+35); stale_access>180d (+18); low_privilege (-10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),73.8,2024-07-25|Joiner|Eintritt ins Unternehmen;2024-12-17|Grant|Berechtigung 'manage_identities' zugewiesen;2025-06-22|Recert|Letzte Rezertifizierung (bestätigt);2025-09-04|Login|Letzter Login
CASE-0179,USR-9872,HR,,IAM,Analyst,user_support,2025-06-23,2026-01-04,,2025-07-09,terminated,177,449,low,0,Berechtigung ist für die Rolle 'Analyst' in der Anwendung 'IAM' innerhalb der Standard-Rollenmatrix erforderlich.,Service Desk Owner,Tobias Franke,Role-derived,HR_Analyst_Base,False,65,review,inactive_login>120d (+35); stale_access>365d (+30); low_privilege (-10); no_toxic_combination (-15); no_department_change (-5); terminated_user_orphan (+30),57.0,2025-06-23|Joiner|Eintritt ins Unternehmen;2025-07-09|Recert|Letzte Rezertifizierung (bestätigt);2025-09-16|Login|Letzter Login;2026-01-04|Grant|Berechtigung 'user_support' zugewiesen;2026-01-17|Leaver|Austritt aus dem Unternehmen
CASE-0180,USR-4792,Finance,,Ticketing,Employee,export_data,2022-01-07,2022-08-10,,2025-04-03,active,179,458,low,1,Berechtigung ist für die Rolle 'Employee' in der Anwendung 'Ticketing' innerhalb der Standard-Rollenmatrix erforderlich.,Data Compliance Owner,Nina Weber,Role-derived,Finance_Employee_Base,True,85,revoke,inactive_login>120d (+35); stale_access>365d (+30); low_privilege (-10); toxic_combination (+40); no_department_change (-5); active_user (-5),71.0,2022-01-07|Joiner|Eintritt ins Unternehmen;2022-08-10|Grant|Berechtigung 'export_data' zugewiesen;2025-04-03|Recert|Letzte Rezertifizierung (bestätigt);2025-09-14|Login|Letzter Login
CASE-0181,USR-6161,Finance,,Payroll,Manager,user_support,2023-10-09,2023-11-17,,2025-07-23,active,188,167,low,0,Berechtigung ist für die Rolle 'Manager' in der Anwendung 'Payroll' innerhalb der Standard-Rollenmatrix erforderlich.,Service Desk Owner,Nina Weber,Role-derived,Finance_Manager_Base,True,8,retain,inactive_login>120d (+35); stale_access>90d (+8); low_privilege (-10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),87.8,2023-10-09|Joiner|Eintritt ins Unternehmen;2023-11-17|Grant|Berechtigung 'user_support' zugewiesen;2025-07-23|Recert|Letzte Rezertifizierung (bestätigt);2025-09-05|Login|Letzter Login
CASE-0182,USR-8404,Operations,HR,IAM,Employee,export_data,2025-11-26,2025-12-10,2026-02-07,2025-06-26,active,67,436,low,0,Berechtigung ist für die Rolle 'Employee' in der Anwendung 'IAM' innerhalb der Standard-Rollenmatrix erforderlich.,Data Compliance Owner,Tim Behrens,Role-derived,Operations_Employee_Base,True,35,review,inactive_login>60d (+20); stale_access>365d (+30); low_privilege (-10); no_toxic_combination (-15); dept_change_privilege_creep (+15); active_user (-5),50.0,2025-06-26|Recert|Letzte Rezertifizierung (bestätigt);2025-11-26|Joiner|Eintritt ins Unternehmen;2025-12-10|Grant|Berechtigung 'export_data' zugewiesen;2026-01-04|Login|Letzter Login;2026-02-07|Mover|Abteilungswechsel von HR nach Operations
CASE-0183,USR-7492,IT,,Ticketing,Analyst,read_reports,2019-10-20,2020-02-08,,,active,173,153,low,1,Berechtigung ist für die Rolle 'Analyst' in der Anwendung 'Ticketing' innerhalb der Standard-Rollenmatrix erforderlich.,Data Governance Team,Sven Berger,Role-derived,IT_Analyst_Base,True,63,review,inactive_login>120d (+35); stale_access>90d (+8); low_privilege (-10); toxic_combination (+40); no_department_change (-5); active_user (-5),59.8,2019-10-20|Joiner|Eintritt ins Unternehmen;2020-02-08|Grant|Berechtigung 'read_reports' zugewiesen;2025-09-20|Login|Letzter Login
CASE-0184,USR-2010,Finance,,CRM,Admin,approve_payments,2025-08-01,2026-02-09,,2025-03-18,active,50,421,low,0,Direkte Zuweisung für eine operative Tätigkeit in 'CRM' (Berechtigung: 'approve_payments').,Finance Access Owner,Nina Weber,Direct,,True,15,retain,inactive_login>30d (+10); stale_access>365d (+30); low_privilege (-10); no_toxic_combination (-15); sensitive_role (+10); no_department_change (-5); active_user (-5),78.0,2025-03-18|Recert|Letzte Rezertifizierung (bestätigt);2025-08-01|Joiner|Eintritt ins Unternehmen;2026-01-21|Login|Letzter Login;2026-02-09|Grant|Berechtigung 'approve_payments' zugewiesen
CASE-0185,USR-3007,HR,,ERP,Employee,export_data,2020-03-10,2020-03-22,,2025-08-28,active,12,86,high,0,Berechtigung ist für die Rolle 'Employee' in der Anwendung 'ERP' innerhalb der Standard-Rollenmatrix erforderlich.,Data Compliance Owner,Tobias Franke,Role-derived,HR_Employee_Base,True,-18,retain,recent_login<=30d (-10); access_used_last_quarter (-8); high_privilege (+25); no_toxic_combination (-15); no_department_change (-5); active_user (-5),99.0,2020-03-10|Joiner|Eintritt ins Unternehmen;2020-03-22|Grant|Berechtigung 'export_data' zugewiesen;2025-08-28|Recert|Letzte Rezertifizierung (bestätigt);2026-02-28|Login|Letzter Login
CASE-0186,USR-5026,HR,,BI,Employee,manage_identities,2024-02-18,2024-05-17,,2026-01-20,active,127,210,high,0,Direkte Zuweisung für eine operative Tätigkeit in 'BI' (Berechtigung: 'manage_identities').,IAM Platform Owner,Mara Klein,Direct,,True,53,review,inactive_login>120d (+35); stale_access>180d (+18); high_privilege (+25); no_toxic_combination (-15); no_department_change (-5); active_user (-5),73.8,2024-02-18|Joiner|Eintritt ins Unternehmen;2024-05-17|Grant|Berechtigung 'manage_identities' zugewiesen;2025-11-05|Login|Letzter Login;2026-01-20|Recert|Letzte Rezertifizierung (bestätigt)
CASE-0187,USR-7266,Operations,,BI,Employee,manage_identities,2021-08-01,2022-06-27,,2025-03-21,active,122,278,medium,0,Berechtigung ist für die Rolle 'Employee' in der Anwendung 'BI' innerhalb der Standard-Rollenmatrix erforderlich.,IAM Platform Owner,Tim Behrens,Role-derived,Operations_Employee_Base,True,38,review,inactive_login>120d (+35); stale_access>180d (+18); medium_privilege (+10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),54.2,2021-08-01|Joiner|Eintritt ins Unternehmen;2022-06-27|Grant|Berechtigung 'manage_identities' zugewiesen;2025-03-21|Recert|Letzte Rezertifizierung (bestätigt);2025-11-10|Login|Letzter Login
CASE-0188,USR-9674,IT,,IAM,Employee,admin_console,2022-12-04,2023-10-06,,,terminated,59,498,low,0,Direkte Zuweisung für eine operative Tätigkeit in 'IAM' (Berechtigung: 'admin_console').,Security Operations Owner,Sven Berger,Direct,,True,40,review,inactive_login>30d (+10); stale_access>365d (+30); low_privilege (-10); no_toxic_combination (-15); no_department_change (-5); terminated_user_orphan (+30),57.0,2022-12-04|Joiner|Eintritt ins Unternehmen;2023-10-06|Grant|Berechtigung 'admin_console' zugewiesen;2026-01-12|Login|Letzter Login;2026-02-27|Leaver|Austritt aus dem Unternehmen
CASE-0189,USR-3885,Sales,,CRM,Employee,admin_console,2021-10-22,2022-08-13,,,active,81,412,medium,0,Berechtigung ist für die Rolle 'Employee' in der Anwendung 'CRM' innerhalb der Standard-Rollenmatrix erforderlich.,Security Operations Owner,Pia Walter,Role-derived,Sales_Employee_Base,True,35,review,inactive_login>60d (+20); stale_access>365d (+30); medium_privilege (+10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),50.0,2021-10-22|Joiner|Eintritt ins Unternehmen;2022-08-13|Grant|Berechtigung 'admin_console' zugewiesen;2025-12-21|Login|Letzter Login
CASE-0190,USR-4811,Operations,HR,Ticketing,Employee,approve_payments,2025-09-18,2026-02-10,2026-03-12,2025-04-09,active,5,269,low,0,Berechtigung ist für die Rolle 'Employee' in der Anwendung 'Ticketing' innerhalb der Standard-Rollenmatrix erforderlich.,Finance Access Owner,Lea Richter,Role-derived,Operations_Employee_Base,True,-12,retain,very_recent_login<=7d (-15); stale_access>180d (+18); low_privilege (-10); no_toxic_combination (-15); dept_change_privilege_creep (+15); active_user (-5),99.0,2025-04-09|Recert|Letzte Rezertifizierung (bestätigt);2025-09-18|Joiner|Eintritt ins Unternehmen;2026-02-10|Grant|Berechtigung 'approve_payments' zugewiesen;2026-03-07|Login|Letzter Login;2026-03-12|Mover|Abteilungswechsel von HR nach Operations
CASE-0191,USR-6978,Legal,HR,ERP,Employee,manage_identities,2021-05-03,2021-10-16,2025-10-28,,active,180,482,medium,0,Berechtigung ist für die Rolle 'Employee' in der Anwendung 'ERP' innerhalb der Standard-Rollenmatrix erforderlich.,IAM Platform Owner,Markus Hahn,Role-derived,Legal_Employee_Base,True,70,revoke,inactive_login>120d (+35); stale_access>365d (+30); medium_privilege (+10); no_toxic_combination (-15); dept_change_privilege_creep (+15); active_user (-5),50.0,2021-05-03|Joiner|Eintritt ins Unternehmen;2021-10-16|Grant|Berechtigung 'manage_identities' zugewiesen;2025-09-13|Login|Letzter Login;2025-10-28|Mover|Abteilungswechsel von HR nach Legal
CASE-0192,USR-6846,Sales,,CRM,Employee,user_support,2021-02-11,2021-09-23,,,active,150,417,low,0,Direkte Zuweisung für eine operative Tätigkeit in 'CRM' (Berechtigung: 'user_support').,Service Desk Owner,David Brandt,Direct,,True,30,retain,inactive_login>120d (+35); stale_access>365d (+30); low_privilege (-10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),57.0,2021-02-11|Joiner|Eintritt ins Unternehmen;2021-09-23|Grant|Berechtigung 'user_support' zugewiesen;2025-10-13|Login|Letzter Login
CASE-0193,USR-4619,Operations,,BI,Analyst,admin_console,2025-10-09,2026-01-18,,2026-01-19,terminated,26,479,low,0,Direkte Zuweisung für eine operative Tätigkeit in 'BI' (Berechtigung: 'admin_console').,Security Operations Owner,Lea Richter,Direct,,True,20,retain,recent_login<=30d (-10); stale_access>365d (+30); low_privilege (-10); no_toxic_combination (-15); no_department_change (-5); terminated_user_orphan (+30),71.0,2025-10-09|Joiner|Eintritt ins Unternehmen;2026-01-18|Grant|Berechtigung 'admin_console' zugewiesen;2026-01-19|Recert|Letzte Rezertifizierung (bestätigt);2026-01-21|Leaver|Austritt aus dem Unternehmen;2026-02-14|Login|Letzter Login
CASE-0194,USR-2110,Legal,,IAM,Analyst,manage_identities,2020-05-05,2021-05-03,,2025-07-17,active,27,368,low,0,Berechtigung ist für die Rolle 'Analyst' in der Anwendung 'IAM' innerhalb der Standard-Rollenmatrix erforderlich.,IAM Platform Owner,Markus Hahn,Role-derived,Legal_Analyst_Base,True,-15,retain,recent_login<=30d (-10); stale_access>365d (+30); low_privilege (-10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),99.0,2020-05-05|Joiner|Eintritt ins Unternehmen;2021-05-03|Grant|Berechtigung 'manage_identities' zugewiesen;2025-07-17|Recert|Letzte Rezertifizierung (bestätigt);2026-02-13|Login|Letzter Login
CASE-0195,USR-4695,Sales,,CRM,Admin,export_data,2024-11-16,2025-05-29,,,active,18,409,medium,0,Direkte Zuweisung für eine operative Tätigkeit in 'CRM' (Berechtigung: 'export_data').,Data Compliance Owner,David Brandt,Direct,,True,15,retain,recent_login<=30d (-10); stale_access>365d (+30); medium_privilege (+10); no_toxic_combination (-15); sensitive_role (+10); no_department_change (-5); active_user (-5),78.0,2024-11-16|Joiner|Eintritt ins Unternehmen;2025-05-29|Grant|Berechtigung 'export_data' zugewiesen;2026-02-22|Login|Letzter Login
CASE-0196,USR-2525,HR,,IAM,Employee,admin_console,2023-03-08,2023-06-04,,,active,157,457,low,0,Berechtigung ist für die Rolle 'Employee' in der Anwendung 'IAM' innerhalb der Standard-Rollenmatrix erforderlich.,Security Operations Owner,Mara Klein,Role-derived,HR_Employee_Base,True,30,retain,inactive_login>120d (+35); stale_access>365d (+30); low_privilege (-10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),57.0,2023-03-08|Joiner|Eintritt ins Unternehmen;2023-06-04|Grant|Berechtigung 'admin_console' zugewiesen;2025-10-06|Login|Letzter Login
CASE-0197,USR-9849,HR,,IAM,Employee,user_support,2019-12-13,2020-02-03,,,active,72,152,low,0,Direkte Zuweisung für eine operative Tätigkeit in 'IAM' (Berechtigung: 'user_support').,Service Desk Owner,Tobias Franke,Direct,,True,-7,retain,inactive_login>60d (+20); stale_access>90d (+8); low_privilege (-10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),99.0,2019-12-13|Joiner|Eintritt ins Unternehmen;2020-02-03|Grant|Berechtigung 'user_support' zugewiesen;2025-12-30|Login|Letzter Login
CASE-0198,USR-3798,Legal,,BI,Employee,manage_identities,2024-02-22,2024-04-07,,2025-06-25,active,20,242,medium,0,Berechtigung ist für die Rolle 'Employee' in der Anwendung 'BI' innerhalb der Standard-Rollenmatrix erforderlich.,IAM Platform Owner,Markus Hahn,Role-derived,Legal_Employee_Base,True,-7,retain,recent_login<=30d (-10); stale_access>180d (+18); medium_privilege (+10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),99.0,2024-02-22|Joiner|Eintritt ins Unternehmen;2024-04-07|Grant|Berechtigung 'manage_identities' zugewiesen;2025-06-25|Recert|Letzte Rezertifizierung (bestätigt);2026-02-20|Login|Letzter Login
CASE-0199,USR-1731,Sales,,IAM,Admin,export_data,2022-04-27,2022-06-13,,2025-10-26,active,119,134,low,0,Direkte Zuweisung für eine operative Tätigkeit in 'IAM' (Berechtigung: 'export_data').,Data Compliance Owner,Pia Walter,Direct,,True,3,retain,inactive_login>60d (+20); stale_access>90d (+8); low_privilege (-10); no_toxic_combination (-15); sensitive_role (+10); no_department_change (-5); active_user (-5),94.8,2022-04-27|Joiner|Eintritt ins Unternehmen;2022-06-13|Grant|Berechtigung 'export_data' zugewiesen;2025-10-26|Recert|Letzte Rezertifizierung (bestätigt);2025-11-13|Login|Letzter Login
CASE-0200,USR-7342,Operations,,Ticketing,Analyst,export_data,2020-06-07,2020-07-21,,2025-04-12,active,137,351,high,0,Berechtigung ist für die Rolle 'Analyst' in der Anwendung 'Ticketing' innerhalb der Standard-Rollenmatrix erforderlich.,Data Compliance Owner,Lea Richter,Role-derived,Operations_Analyst_Base,True,53,review,inactive_login>120d (+35); stale_access>180d (+18); high_privilege (+25); no_toxic_combination (-15); no_department_change (-5); active_user (-5),73.8,2020-06-07|Joiner|Eintritt ins Unternehmen;2020-07-21|Grant|Berechtigung 'export_data' zugewiesen;2025-04-12|Recert|Letzte Rezertifizierung (bestätigt);2025-10-26|Login|Letzter Login
CASE-0201,USR-8357,Operations,,CRM,Employee,approve_payments,2019-09-27,2020-06-11,,2025-05-12,active,54,413,low,0,Berechtigung ist für die Rolle 'Employee' in der Anwendung 'CRM' innerhalb der Standard-Rollenmatrix erforderlich.,Finance Access Owner,Lea Richter,Role-derived,Operations_Employee_Base,True,5,retain,inactive_login>30d (+10); stale_access>365d (+30); low_privilege (-10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),92.0,2019-09-27|Joiner|Eintritt ins Unternehmen;2020-06-11|Grant|Berechtigung 'approve_payments' zugewiesen;2025-05-12|Recert|Letzte Rezertifizierung (bestätigt);2026-01-17|Login|Letzter Login
CASE-0202,USR-6343,Legal,,IAM,Employee,admin_console,2021-01-02,2021-11-03,,2025-10-01,active,117,469,high,0,Direkte Zuweisung für eine operative Tätigkeit in 'IAM' (Berechtigung: 'admin_console').,Security Operations Owner,Markus Hahn,Direct,,True,50,review,inactive_login>60d (+20); stale_access>365d (+30); high_privilege (+25); no_toxic_combination (-15); no_department_change (-5); active_user (-5),71.0,2021-01-02|Joiner|Eintritt ins Unternehmen;2021-11-03|Grant|Berechtigung 'admin_console' zugewiesen;2025-10-01|Recert|Letzte Rezertifizierung (bestätigt);2025-11-15|Login|Letzter Login
CASE-0203,USR-9775,Finance,,IAM,Employee,export_data,2025-09-13,2026-02-11,,2025-08-05,active,67,196,medium,0,Direkte Zuweisung für eine operative Tätigkeit in 'IAM' (Berechtigung: 'export_data').,Data Compliance Owner,Lars Hoffmann,Direct,,True,23,retain,inactive_login>60d (+20); stale_access>180d (+18); medium_privilege (+10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),66.8,2025-08-05|Recert|Letzte Rezertifizierung (bestätigt);2025-09-13|Joiner|Eintritt ins Unternehmen;2026-01-04|Login|Letzter Login;2026-02-11|Grant|Berechtigung 'export_data' zugewiesen
CASE-0204,USR-4892,Legal,,ERP,Employee,user_support,2020-12-17,2021-10-30,,,active,121,471,low,0,Berechtigung ist für die Rolle 'Employee' in der Anwendung 'ERP' innerhalb der Standard-Rollenmatrix erforderlich.,Service Desk Owner,Markus Hahn,Role-derived,Legal_Employee_Base,True,30,retain,inactive_login>120d (+35); stale_access>365d (+30); low_privilege (-10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),57.0,2020-12-17|Joiner|Eintritt ins Unternehmen;2021-10-30|Grant|Berechtigung 'user_support' zugewiesen;2025-11-11|Login|Letzter Login
CASE-0205,USR-6257,Legal,,IAM,Employee,user_support,2022-06-29,2023-03-08,,2025-10-24,active,106,309,medium,0,Berechtigung ist für die Rolle 'Employee' in der Anwendung 'IAM' innerhalb der Standard-Rollenmatrix erforderlich.,Service Desk Owner,Sara Vogel,Role-derived,Legal_Employee_Base,True,23,retain,inactive_login>60d (+20); stale_access>180d (+18); medium_privilege (+10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),66.8,2022-06-29|Joiner|Eintritt ins Unternehmen;2023-03-08|Grant|Berechtigung 'user_support' zugewiesen;2025-10-24|Recert|Letzte Rezertifizierung (bestätigt);2025-11-26|Login|Letzter Login
CASE-0206,USR-7609,Finance,,CRM,Employee,admin_console,2024-10-12,2025-07-04,,2025-11-26,active,145,14,low,0,Berechtigung ist für die Rolle 'Employee' in der Anwendung 'CRM' innerhalb der Standard-Rollenmatrix erforderlich.,Security Operations Owner,Nina Weber,Role-derived,Finance_Employee_Base,True,-12,retain,inactive_login>120d (+35); access_recently_used<=30d (-12); low_privilege (-10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),99.0,2024-10-12|Joiner|Eintritt ins Unternehmen;2025-07-04|Grant|Berechtigung 'admin_console' zugewiesen;2025-10-18|Login|Letzter Login;2025-11-26|Recert|Letzte Rezertifizierung (bestätigt)
CASE-0207,USR-3029,Legal,,BI,Employee,read_reports,2024-06-19,2024-07-15,,2025-10-01,active,61,190,low,0,Berechtigung ist für die Rolle 'Employee' in der Anwendung 'BI' innerhalb der Standard-Rollenmatrix erforderlich.,Data Governance Team,Markus Hahn,Role-derived,Legal_Employee_Base,True,3,retain,inactive_login>60d (+20); stale_access>180d (+18); low_privilege (-10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),94.8,2024-06-19|Joiner|Eintritt ins Unternehmen;2024-07-15|Grant|Berechtigung 'read_reports' zugewiesen;2025-10-01|Recert|Letzte Rezertifizierung (bestätigt);2026-01-10|Login|Letzter Login
CASE-0208,USR-4511,Legal,,CRM,Employee,user_support,2021-03-07,2021-07-18,,2025-12-29,inactive,57,346,low,0,Berechtigung ist für die Rolle 'Employee' in der Anwendung 'CRM' innerhalb der Standard-Rollenmatrix erforderlich.,Service Desk Owner,Sara Vogel,Role-derived,Legal_Employee_Base,True,13,retain,inactive_login>30d (+10); stale_access>180d (+18); low_privilege (-10); no_toxic_combination (-15); no_department_change (-5); inactive_user (+15),80.8,2021-03-07|Joiner|Eintritt ins Unternehmen;2021-07-18|Grant|Berechtigung 'user_support' zugewiesen;2025-12-29|Recert|Letzte Rezertifizierung (bestätigt);2026-01-14|Login|Letzter Login
CASE-0209,USR-6004,Legal,,BI,Contractor,user_support,2019-06-13,2020-02-11,,2026-01-17,active,164,140,low,0,Direkte Zuweisung für eine operative Tätigkeit in 'BI' (Berechtigung: 'user_support').,Service Desk Owner,Markus Hahn,Direct,,True,18,retain,inactive_login>120d (+35); stale_access>90d (+8); low_privilege (-10); no_toxic_combination (-15); sensitive_role (+10); no_department_change (-5); active_user (-5),73.8,2019-06-13|Joiner|Eintritt ins Unternehmen;2020-02-11|Grant|Berechtigung 'user_support' zugewiesen;2025-09-29|Login|Letzter Login;2026-01-17|Recert|Letzte Rezertifizierung (bestätigt)
CASE-0210,USR-5631,Operations,,IAM,Employee,user_support,2022-09-26,2023-09-08,,2025-09-19,active,27,246,low,1,Berechtigung ist für die Rolle 'Employee' in der Anwendung 'IAM' innerhalb der Standard-Rollenmatrix erforderlich.,Service Desk Owner,Tim Behrens,Role-derived,Operations_Employee_Base,True,28,retain,recent_login<=30d (-10); stale_access>180d (+18); low_privilege (-10); toxic_combination (+40); no_department_change (-5); active_user (-5),59.8,2022-09-26|Joiner|Eintritt ins Unternehmen;2023-09-08|Grant|Berechtigung 'user_support' zugewiesen;2025-09-19|Recert|Letzte Rezertifizierung (bestätigt);2026-02-13|Login|Letzter Login
